"block","method","quantity","value"
"RQ2","ngram_freq","pct [8]","3.4"
"RQ2","ngram_freq","pct [9]","3.4"
"RQ2","ngram_freq","pct [10]","3.4"
"RQ2","ngram_freq","pct [11]","3.4"
"RQ2","ngram_freq","pct [12]","3.4"
"RQ2","ngram_freq","pct [13]","3.4"
"RQ2","ngram_freq","pct [14]","2.9"
"RQ2","ngram_freq","pct [15]","2.9"
"RQ2","ngram_freq","pct [16]","2.9"
"RQ2","ngram_freq","pct [17]","2.9"
"RQ2","ngram_freq","pct [18]","2.9"
"RQ2","ngram_freq","pct [19]","2.9"
"RQ2","ngram_freq","pct [20]","2.9"
"RQ2","ngram_freq","pct [21]","2.9"
"RQ2","ngram_freq","pct [22]","2.9"
"RQ2","ngram_freq","pct [23]","2.9"
"RQ2","ngram_freq","pct [24]","2.5"
"RQ2","ngram_freq","pct [25]","2.5"
"RQ2","ngram_freq","pct [26]","2.5"
"RQ2","ngram_freq","pct [27]","2.5"
"RQ3","term_context","apa","Keyword-in-context for ""sessions"" in what_worked (N = 60 responses, 20 matches)."
"RQ3","term_context","respondent [1]","1"
"RQ3","term_context","respondent [2]","3"
"RQ3","term_context","respondent [3]","8"
"RQ3","term_context","respondent [4]","10"
"RQ3","term_context","respondent [5]","11"
"RQ3","term_context","respondent [6]","13"
"RQ3","term_context","respondent [7]","17"
"RQ3","term_context","respondent [8]","19"
"RQ3","term_context","respondent [9]","20"
"RQ3","term_context","respondent [10]","21"
"RQ3","term_context","respondent [11]","24"
"RQ3","term_context","respondent [12]","28"
"RQ3","term_context","respondent [13]","29"
"RQ3","term_context","respondent [14]","33"
"RQ3","term_context","respondent [15]","37"
"RQ3","term_context","respondent [16]","38"
"RQ3","term_context","respondent [17]","41"
"RQ3","term_context","respondent [18]","42"
"RQ3","term_context","respondent [19]","43"
"RQ3","term_context","respondent [20]","45"
"RQ4","co_occurrence","apa","Term co-occurrence for what_worked (N = 60 responses, 49 co-occurring pairs)."
"RQ4","co_occurrence","n [1]","22"
"RQ4","co_occurrence","n [2]","19"
"RQ4","co_occurrence","n [3]","15"
"RQ4","co_occurrence","n [4]","15"
"RQ4","co_occurrence","n [5]","15"
"RQ4","co_occurrence","n [6]","14"
"RQ4","co_occurrence","n [7]","14"
"RQ4","co_occurrence","n [8]","14"
"RQ4","co_occurrence","n [9]","14"
"RQ4","co_occurrence","n [10]","14"
"RQ4","co_occurrence","n [11]","14"
"RQ4","co_occurrence","n [12]","13"
"RQ4","co_occurrence","n [13]","9"
"RQ4","co_occurrence","n [14]","9"
"RQ4","co_occurrence","n [15]","7"
"RQ4","co_occurrence","n [16]","7"
"RQ4","co_occurrence","n [17]","7"
"RQ4","co_occurrence","n [18]","7"
"RQ4","co_occurrence","n [19]","7"
"RQ4","co_occurrence","n [20]","7"
"RQ4","co_occurrence","n [21]","7"
"RQ4","co_occurrence","n [22]","7"
"RQ4","co_occurrence","n [23]","7"
"RQ4","co_occurrence","n [24]","7"
"RQ4","co_occurrence","n [25]","7"
"RQ4","co_occurrence","n [26]","7"
"RQ4","co_occurrence","n [27]","7"
"RQ4","co_occurrence","n [28]","6"
"RQ4","co_occurrence","n [29]","6"
"RQ4","co_occurrence","n [30]","6"
"RQ4","co_occurrence","n [31]","6"
"RQ4","co_occurrence","n [32]","6"
"RQ4","co_occurrence","n [33]","6"
"RQ4","co_occurrence","n [34]","6"
"RQ4","co_occurrence","n [35]","6"
"RQ4","co_occurrence","n [36]","6"
"RQ4","co_occurrence","n [37]","6"
"RQ4","co_occurrence","n [38]","6"
"RQ4","co_occurrence","n [39]","6"
"RQ4","co_occurrence","n [40]","6"
"RQ4","co_occurrence","n [41]","6"
"RQ4","co_occurrence","n [42]","6"
"RQ4","co_occurrence","n [43]","6"
"RQ4","co_occurrence","n [44]","6"
"RQ4","co_occurrence","n [45]","6"
"RQ4","co_occurrence","n [46]","6"
"RQ4","co_occurrence","n [47]","5"
"RQ4","co_occurrence","n [48]","5"
"RQ4","co_occurrence","n [49]","5"
"RQ5","term_freq","apa","Term frequency for what_to_improve by format (N = 60 responses, 2 groups)."
"RQ5","term_freq","n [1]","20"
"RQ5","term_freq","n [2]","20"
"RQ5","term_freq","n [3]","15"
"RQ5","term_freq","n [4]","11"
"RQ5","term_freq","n [5]","11"
"RQ5","term_freq","n [6]","10"
"RQ5","term_freq","n [7]","10"
"RQ5","term_freq","n [8]","10"
"RQ5","term_freq","n [9]","10"
"RQ5","term_freq","n [10]","9"
"RQ5","term_freq","n [11]","6"
"RQ5","term_freq","n [12]","6"
"RQ5","term_freq","n [13]","6"
"RQ5","term_freq","n [14]","6"
"RQ5","term_freq","n [15]","12"
"RQ5","term_freq","n [16]","12"
"RQ5","term_freq","n [17]","12"
"RQ5","term_freq","n [18]","11"
"RQ5","term_freq","n [19]","7"
"RQ5","term_freq","n [20]","7"
"RQ5","term_freq","n [21]","7"
"RQ5","term_freq","n [22]","6"
"RQ5","term_freq","n [23]","6"
"RQ5","term_freq","n [24]","6"
"RQ5","term_freq","n [25]","6"
"RQ5","term_freq","n [26]","6"
"RQ5","term_freq","n [27]","6"
"RQ5","term_freq","n [28]","6"
"RQ5","term_freq","n [29]","5"
"RQ5","term_freq","pct [1]","13.3"
"RQ5","term_freq","pct [2]","13.3"
"RQ5","term_freq","pct [3]","10"
"RQ5","term_freq","pct [4]","7.3"
"RQ5","term_freq","pct [5]","7.3"
"RQ5","term_freq","pct [6]","6.7"
"RQ5","term_freq","pct [7]","6.7"
"RQ5","term_freq","pct [8]","6.7"
"RQ5","term_freq","pct [9]","6.7"
"RQ5","term_freq","pct [10]","6"
"RQ5","term_freq","pct [11]","4"
"RQ5","term_freq","pct [12]","4"
"RQ5","term_freq","pct [13]","4"
"RQ5","term_freq","pct [14]","4"
"RQ5","term_freq","pct [15]","10.4"
"RQ5","term_freq","pct [16]","10.4"
"RQ5","term_freq","pct [17]","10.4"
"RQ5","term_freq","pct [18]","9.6"
"RQ5","term_freq","pct [19]","6.1"
"RQ5","term_freq","pct [20]","6.1"
"RQ5","term_freq","pct [21]","6.1"
"RQ5","term_freq","pct [22]","5.2"
"RQ5","term_freq","pct [23]","5.2"
"RQ5","term_freq","pct [24]","5.2"
"RQ5","term_freq","pct [25]","5.2"
"RQ5","term_freq","pct [26]","5.2"
"RQ5","term_freq","pct [27]","5.2"
"RQ5","term_freq","pct [28]","5.2"
"RQ5","term_freq","pct [29]","4.3"
"RQ6","co_occurrence_network","apa","Term co-occurrence network for what_worked (N = 60 responses, 20 terms, 49 edges, 3 clusters, modularity = 0.47)."
"RQ6","co_occurrence_network","frequency [1]","5"
"RQ6","co_occurrence_network","frequency [2]","7"
"RQ6","co_occurrence_network","frequency [3]","18"
"RQ6","co_occurrence_network","frequency [4]","22"
"RQ6","co_occurrence_network","frequency [5]","19"
"RQ6","co_occurrence_network","frequency [6]","6"
"RQ6","co_occurrence_network","frequency [7]","7"
"RQ6","co_occurrence_network","frequency [8]","14"
"RQ6","co_occurrence_network","frequency [9]","6"
"RQ6","co_occurrence_network","frequency [10]","15"
"RQ6","co_occurrence_network","frequency [11]","6"
"RQ6","co_occurrence_network","frequency [12]","7"
"RQ6","co_occurrence_network","frequency [13]","6"
"RQ6","co_occurrence_network","frequency [14]","28"
"RQ6","co_occurrence_network","frequency [15]","14"
"RQ6","co_occurrence_network","frequency [16]","19"
"RQ6","co_occurrence_network","frequency [17]","14"
"RQ6","co_occurrence_network","frequency [18]","21"
"RQ6","co_occurrence_network","frequency [19]","6"
"RQ6","co_occurrence_network","frequency [20]","14"
"RQ6","co_occurrence_network","cluster [1]","1"
"RQ6","co_occurrence_network","cluster [2]","1"
"RQ6","co_occurrence_network","cluster [3]","1"
"RQ6","co_occurrence_network","cluster [4]","2"
"RQ6","co_occurrence_network","cluster [5]","3"
"RQ6","co_occurrence_network","cluster [6]","2"
"RQ6","co_occurrence_network","cluster [7]","1"
"RQ6","co_occurrence_network","cluster [8]","3"
"RQ6","co_occurrence_network","cluster [9]","1"
"RQ6","co_occurrence_network","cluster [10]","2"
"RQ6","co_occurrence_network","cluster [11]","1"
"RQ6","co_occurrence_network","cluster [12]","2"
"RQ6","co_occurrence_network","cluster [13]","2"
"RQ6","co_occurrence_network","cluster [14]","2"
"RQ6","co_occurrence_network","cluster [15]","1"
"RQ6","co_occurrence_network","cluster [16]","2"
"RQ6","co_occurrence_network","cluster [17]","3"
"RQ6","co_occurrence_network","cluster [18]","2"
"RQ6","co_occurrence_network","cluster [19]","1"
"RQ6","co_occurrence_network","cluster [20]","3"
"RQ6","co_occurrence_network","x [1]","3.25962"
"RQ6","co_occurrence_network","x [2]","1.72821"
"RQ6","co_occurrence_network","x [3]","2.16415"
"RQ6","co_occurrence_network","x [4]","0.36945"
"RQ6","co_occurrence_network","x [5]","3.96869"
"RQ6","co_occurrence_network","x [6]","0.131768"
"RQ6","co_occurrence_network","x [7]","1.70143"
"RQ6","co_occurrence_network","x [8]","4.58495"
"RQ6","co_occurrence_network","x [9]","1.79778"
"RQ6","co_occurrence_network","x [10]","0.44716"
"RQ6","co_occurrence_network","x [11]","2.07592"
"RQ6","co_occurrence_network","x [12]","0.176673"
"RQ6","co_occurrence_network","x [13]","-0.46114"
"RQ6","co_occurrence_network","x [14]","0.401743"
"RQ6","co_occurrence_network","x [15]","0.999108"
"RQ6","co_occurrence_network","x [16]","0.152566"
"RQ6","co_occurrence_network","x [17]","4.73072"
"RQ6","co_occurrence_network","x [18]","1.00447"
"RQ6","co_occurrence_network","x [19]","1.77147"
"RQ6","co_occurrence_network","x [20]","4.45479"
"RQ6","co_occurrence_network","y [1]","0.627815"
"RQ6","co_occurrence_network","y [2]","0.355887"
"RQ6","co_occurrence_network","y [3]","0.849583"
"RQ6","co_occurrence_network","y [4]","0.921832"
"RQ6","co_occurrence_network","y [5]","0.319028"
"RQ6","co_occurrence_network","y [6]","1.84587"
"RQ6","co_occurrence_network","y [7]","0.0431956"
"RQ6","co_occurrence_network","y [8]","0.351218"
"RQ6","co_occurrence_network","y [9]","1.4188"
"RQ6","co_occurrence_network","y [10]","1.57019"
"RQ6","co_occurrence_network","y [11]","1.66194"
"RQ6","co_occurrence_network","y [12]","0.484907"
"RQ6","co_occurrence_network","y [13]","1.03801"
"RQ6","co_occurrence_network","y [14]","1.19649"
"RQ6","co_occurrence_network","y [15]","0.604689"
"RQ6","co_occurrence_network","y [16]","1.1071"
"RQ6","co_occurrence_network","y [17]","0.0765026"
"RQ6","co_occurrence_network","y [18]","1.41449"
"RQ6","co_occurrence_network","y [19]","1.82371"
"RQ6","co_occurrence_network","y [20]","-0.0639575"
"RQ7","tidy_sentiment","apa","Sentiment for what_to_improve (N = 60 responses, 10.0% positive)."
"RQ7","tidy_sentiment","n [1]","6"
"RQ7","tidy_sentiment","n [2]","54"
"RQ7","tidy_sentiment","n [3]","0"
"RQ7","tidy_sentiment","prop [1]","0.1"
"RQ7","tidy_sentiment","prop [2]","0.9"
"RQ7","tidy_sentiment","prop [3]","0"
"RQ8","quanteda_dfm","apa","Document-feature matrix for what_worked (N = 60 responses, 29 features, sparsity = 0.759)."
"RQ8","quanteda_dfm","n_responses","60"
"RQ8","quanteda_dfm","n_features","29"
"RQ8","quanteda_dfm","sparsity","0.7586"
"RQ9","topic_model_lda","no numeric output",
"RQ10","stm_topics","apa","STM topic model (k = 2, N = 60 documents)."
"RQ10","stm_topics","topic [1]","1"
"RQ10","stm_topics","topic [2]","1"
"RQ10","stm_topics","topic [3]","1"
"RQ10","stm_topics","topic [4]","1"
"RQ10","stm_topics","topic [5]","1"
"RQ10","stm_topics","topic [6]","1"
"RQ10","stm_topics","topic [7]","1"
"RQ10","stm_topics","topic [8]","1"
"RQ10","stm_topics","topic [9]","1"
"RQ10","stm_topics","topic [10]","1"
"RQ10","stm_topics","topic [11]","2"
"RQ10","stm_topics","topic [12]","2"
"RQ10","stm_topics","topic [13]","2"
"RQ10","stm_topics","topic [14]","2"
"RQ10","stm_topics","topic [15]","2"
"RQ10","stm_topics","topic [16]","2"
"RQ10","stm_topics","topic [17]","2"
"RQ10","stm_topics","topic [18]","2"
"RQ10","stm_topics","topic [19]","2"
"RQ10","stm_topics","topic [20]","2"
"RQ10","stm_topics","proportion [1]","0.4629"
"RQ10","stm_topics","proportion [2]","0.4629"
"RQ10","stm_topics","proportion [3]","0.4629"
"RQ10","stm_topics","proportion [4]","0.4629"
"RQ10","stm_topics","proportion [5]","0.4629"
"RQ10","stm_topics","proportion [6]","0.4629"
"RQ10","stm_topics","proportion [7]","0.4629"
"RQ10","stm_topics","proportion [8]","0.4629"
"RQ10","stm_topics","proportion [9]","0.4629"
"RQ10","stm_topics","proportion [10]","0.4629"
"RQ10","stm_topics","proportion [11]","0.5371"
"RQ10","stm_topics","proportion [12]","0.5371"
"RQ10","stm_topics","proportion [13]","0.5371"
"RQ10","stm_topics","proportion [14]","0.5371"
"RQ10","stm_topics","proportion [15]","0.5371"
"RQ10","stm_topics","proportion [16]","0.5371"
"RQ10","stm_topics","proportion [17]","0.5371"
"RQ10","stm_topics","proportion [18]","0.5371"
"RQ10","stm_topics","proportion [19]","0.5371"
"RQ10","stm_topics","proportion [20]","0.5371"
"RQ10","stm_topics","beta [1]","0.125151"
"RQ10","stm_topics","beta [2]","0.0938632"
"RQ10","stm_topics","beta [3]","0.0938632"
"RQ10","stm_topics","beta [4]","0.0782193"
"RQ10","stm_topics","beta [5]","0.0782193"
"RQ10","stm_topics","beta [6]","0.0782193"
"RQ10","stm_topics","beta [7]","0.0469316"
"RQ10","stm_topics","beta [8]","0.0469316"
"RQ10","stm_topics","beta [9]","0.0469316"
"RQ10","stm_topics","beta [10]","0.0469316"
"RQ10","stm_topics","beta [11]","0.145821"
"RQ10","stm_topics","beta [12]","0.145821"
"RQ10","stm_topics","beta [13]","0.130385"
"RQ10","stm_topics","beta [14]","0.0874927"
"RQ10","stm_topics","beta [15]","0.0874927"
"RQ10","stm_topics","beta [16]","0.0802016"
"RQ10","stm_topics","beta [17]","0.0675982"
"RQ10","stm_topics","beta [18]","0.0656195"
"RQ10","stm_topics","beta [19]","0.0510374"
"RQ10","stm_topics","beta [20]","0.0510374"
"RQ10","stm_topics","rank [1]","1"
"RQ10","stm_topics","rank [2]","2"
"RQ10","stm_topics","rank [3]","3"
"RQ10","stm_topics","rank [4]","4"
"RQ10","stm_topics","rank [5]","5"
"RQ10","stm_topics","rank [6]","6"
"RQ10","stm_topics","rank [7]","7"
"RQ10","stm_topics","rank [8]","8"
"RQ10","stm_topics","rank [9]","9"
"RQ10","stm_topics","rank [10]","10"
"RQ10","stm_topics","rank [11]","1"
"RQ10","stm_topics","rank [12]","2"
"RQ10","stm_topics","rank [13]","3"
"RQ10","stm_topics","rank [14]","4"
"RQ10","stm_topics","rank [15]","5"
"RQ10","stm_topics","rank [16]","6"
"RQ10","stm_topics","rank [17]","7"
"RQ10","stm_topics","rank [18]","8"
"RQ10","stm_topics","rank [19]","9"
"RQ10","stm_topics","rank [20]","10"
